종목코드,종목명,시장,현재가,RSI,MACD히스토,볼린저위치,거래량배율,종합점수,신호
028080,휴맥스홀딩스,KOSDAQ,1653,62.8,12.54,1.166,2.04,-1,0
028100,동아지질,KOSPI,17250,55.4,-67.4,0.551,0.31,0,0
028260,삼성물산,KOSPI,239500,51.4,-1833.68,0.33,0.65,0,0
02826K,삼성물산우B,KOSPI,145000,47.7,-982.51,0.216,0.75,0,0
028300,HLB,KOSDAQ,50800,64.0,195.57,0.956,3.66,0,0
028670,팬오션,KOSPI,3850,42.9,-28.42,0.208,0.28,0,0
029460,케이씨,KOSPI,25500,51.8,140.23,0.653,0.94,0,0
029480,광무,KOSDAQ,2190,59.5,22.18,0.91,2.47,0,0
029530,신도리코,KOSPI,48600,46.4,-574.0,0.215,0.44,0,0
029780,삼성카드,KOSPI,55900,56.8,-22.1,0.674,0.64,-1,0
030000,제일기획,KOSPI,21000,28.3,-271.97,-0.216,1.74,2,1
030190,NICE평가정보,KOSPI,17000,49.3,-164.17,0.3,0.43,0,0
030200,KT,KOSPI,52600,52.9,-97.3,0.461,0.54,0,0
030210,다올투자증권,KOSPI,3510,47.5,2.22,0.344,0.62,0,0
030350,드래곤플라이,KOSDAQ,973,34.0,0.0,,,0,0
030520,한글과컴퓨터,KOSDAQ,22950,41.6,-62.9,0.186,0.55,0,0
030530,원익홀딩스,KOSDAQ,48700,79.7,1601.95,1.095,1.33,-2,-1
030610,교보증권,KOSPI,9470,46.9,-21.27,0.263,0.6,0,0
030720,동원수산,KOSPI,6080,46.8,3.49,0.224,0.49,0,0
030960,양지사,KOSDAQ,7790,25.4,-94.44,-0.028,0.85,2,1
031210,서울보증보험,KOSPI,49750,45.9,-8.17,0.226,0.41,-1,0
031310,아이즈비전,KOSDAQ,1474,47.7,-4.91,0.348,0.21,0,0
031330,에스에이엠티,KOSDAQ,4150,65.9,7.77,1.317,10.01,0,0
031430,신세계인터내셔날,KOSPI,10950,49.6,-62.09,0.302,0.26,0,0
031440,신세계푸드,KOSPI,47900,74.7,313.9,0.72,0.83,-1,0
031510,오스템,KOSDAQ,1070,48.3,-5.02,0.112,0.51,0,0
031820,아이티센씨티에스,KOSPI,592,53.6,0.43,0.593,2.09,0,0
031860,디에이치엑스컴퍼니,KOSDAQ,685,51.4,8.75,0.769,0.76,0,0
031980,피에스케이홀딩스,KOSDAQ,46300,54.1,560.68,0.756,1.37,0,0
032080,아즈텍WB,KOSDAQ,1299,59.3,2.21,0.915,1.05,0,0
032190,다우데이타,KOSDAQ,18400,43.1,-232.19,0.099,0.55,0,0
032280,삼일,KOSDAQ,1390,43.1,-3.39,-0.059,0.82,1,0
032300,한국파마,KOSDAQ,13000,30.7,-77.45,0.126,0.8,0,0
032350,롯데관광개발,KOSPI,23250,57.8,-116.26,0.718,0.44,0,0
032500,케이엠더블유,KOSDAQ,14400,41.9,-110.01,-0.015,0.92,1,0
032540,TJ미디어,KOSDAQ,3754,48.7,7.55,0.499,0.9,0,0
032560,황금에스티,KOSPI,5960,46.7,-13.99,0.327,1.17,0,0
032580,피델릭스,KOSDAQ,1104,48.9,-0.18,0.539,9.78,0,0
032620,GC메디아이,KOSDAQ,3650,35.8,-28.08,0.055,1.24,0,0
032640,LG유플러스,KOSPI,14720,39.5,-39.25,-0.101,0.71,1,0
032680,소프트센,KOSDAQ,310,63.0,0.01,0.626,0.53,0,0
032685,소프트센우,KOSDAQ,7060,72.4,77.81,1.061,0.75,-2,-1
032750,삼진,KOSDAQ,3760,54.0,24.86,0.642,0.51,0,0
032790,엠젠솔루션,KOSDAQ,1073,53.8,-3.51,0.621,0.65,0,0
032800,판타지오,KOSDAQ,482,32.6,-3.01,0.083,1.28,0,0
032820,우리기술,KOSDAQ,3640,41.1,-8.3,0.14,0.49,0,0
032830,삼성생명,KOSPI,157600,51.9,472.2,0.562,1.01,0,0
032850,비트컴퓨터,KOSDAQ,4705,38.7,-21.17,0.018,0.84,1,0
032860,더라미,KOSDAQ,1323,47.2,1.79,0.485,0.12,0,0
032940,원익,KOSDAQ,10580,81.3,297.14,1.49,8.98,-2,-1
032960,동일기연,KOSDAQ,15780,55.9,18.82,0.575,0.24,0,0
032980,바이온,KOSDAQ,604,41.0,0.0,,,0,0
033050,제이엠아이,KOSDAQ,821,56.8,1.16,0.712,1.62,0,0
033100,제룡전기,KOSDAQ,35100,44.2,-81.81,0.189,0.69,-1,0
033130,디지틀조선,KOSDAQ,1700,72.9,12.96,0.884,0.53,-1,0
033160,엠케이전자,KOSDAQ,8400,49.5,20.98,0.535,0.9,0,0
033170,시그네틱스,KOSDAQ,782,54.4,3.23,0.719,3.56,1,0
033200,모아텍,KOSDAQ,3220,48.1,-18.1,0.257,0.85,0,0
033230,인성정보,KOSDAQ,1794,45.6,-0.16,0.327,0.45,0,0
033240,자화전자,KOSPI,25700,68.8,295.9,0.92,2.5,0,0
033250,체시스,KOSPI,1007,35.2,-1.74,0.138,0.21,0,0
033270,유나이티드제약,KOSPI,19070,38.6,-109.14,-0.087,0.58,1,0
033290,로젠,KOSDAQ,2155,51.5,-8.67,0.438,0.52,0,0
033310,엠투엔,KOSDAQ,1793,39.4,-9.33,0.071,1.3,0,0
033320,제이씨현시스템,KOSDAQ,4150,41.9,8.16,0.256,0.6,0,0
033340,좋은사람들,KOSDAQ,1678,50.5,-3.16,0.389,0.52,0,0
033500,동성화인텍,KOSDAQ,25350,41.1,33.87,0.231,0.72,0,0
033530,SJG세종,KOSPI,10050,54.3,64.48,0.569,0.47,0,0
033540,파라텍,KOSDAQ,1107,41.9,-2.22,0.179,0.54,0,0
033560,블루콤,KOSDAQ,3100,66.2,14.68,0.914,0.86,0,0
033640,네패스,KOSDAQ,15600,44.4,-141.6,0.273,0.69,0,0
033780,KT&G,KOSPI,142100,47.2,-352.21,0.3,0.82,0,0
033790,피노,KOSDAQ,5500,51.0,-127.87,0.274,0.29,0,0
033830,티비씨,KOSDAQ,611,40.0,-0.23,0.021,1.47,0,0
033920,무학,KOSPI,9450,67.8,39.55,1.256,7.27,0,0
034020,두산에너빌리티,KOSPI,75300,46.7,-164.58,0.259,0.71,0,0
034120,SBS,KOSPI,18700,33.6,-72.58,0.062,0.61,0,0
034220,LG디스플레이,KOSPI,11810,39.5,-9.19,0.214,0.56,0,0
034230,파라다이스,KOSPI,16550,44.4,-83.75,0.269,0.55,0,0
034310,NICE,KOSPI,12990,36.4,-78.5,-0.043,1.52,1,0
034590,인천도시가스,KOSPI,25450,28.5,-116.51,-0.195,0.26,2,1
034730,SK,KOSPI,256500,51.6,-1117.54,0.452,0.88,0,0
03473K,SK우,KOSPI,193100,51.4,-756.85,0.41,0.76,0,0
034810,해성산업,KOSDAQ,8390,54.7,12.32,0.586,0.49,0,0
03481K,해성산업1우,KOSDAQ,9980,53.7,-10.14,0.58,0.43,-1,0
034830,한국토지신탁,KOSPI,1259,33.2,-5.43,-0.219,1.03,1,0
034940,조아제약,KOSDAQ,1010,48.2,4.17,0.668,0.35,0,0
034950,한국기업평가,KOSDAQ,99300,49.4,-42.3,0.429,0.28,0,0
035000,HS애드,KOSPI,8760,43.1,-66.26,0.2,0.5,0,0
035080,그래디언트,KOSDAQ,11410,36.6,11.92,0.08,3.14,0,0
035150,백산,KOSPI,13060,43.9,-24.35,0.063,0.66,0,0
035200,프럼파스트,KOSDAQ,3720,57.9,17.99,0.712,0.37,0,0
035250,강원랜드,KOSPI,18950,66.8,37.37,0.929,1.33,0,0
035290,골드앤에스,KOSDAQ,636,38.6,-4.78,0.216,1.06,0,0
035420,NAVER,KOSPI,242500,49.6,754.31,0.575,0.87,0,0
035460,기산텔레콤,KOSDAQ,1916,59.6,-4.42,0.602,0.86,0,0
035510,신세계 I&C,KOSPI,16220,43.6,-119.75,0.247,0.29,0,0
035600,KG이니시스,KOSDAQ,10220,33.7,-57.34,-0.198,0.64,1,0
035610,솔본,KOSDAQ,3645,49.5,6.82,0.742,2.78,1,0
035620,바른손이앤에이,KOSDAQ,372,38.0,-1.26,0.103,1.19,0,0
035720,카카오,KOSPI,60100,51.7,236.99,0.613,0.8,0,0
035760,CJ ENM,KOSDAQ,64600,54.1,408.35,0.824,1.28,0,0
035810,이지홀딩스,KOSDAQ,4475,45.9,-46.99,0.106,0.74,0,0
035890,서희건설,KOSDAQ,1623,29.9,0.06,,,1,0
035900,JYP Ent.,KOSDAQ,72600,60.2,565.27,0.962,1.58,-1,0
036000,예림당,KOSDAQ,3270,49.7,-15.4,0.428,0.16,0,0
036010,아비코전자,KOSDAQ,7090,47.5,40.7,0.545,0.88,0,0
036030,케이티알파,KOSDAQ,5440,32.6,-58.15,-0.154,0.92,1,0
036090,위지트,KOSDAQ,616,38.0,-0.87,0.153,1.12,0,0
036120,서울평가정보,KOSDAQ,2065,36.5,-8.48,0.128,0.61,0,0
036170,에이치엠넥스,KOSDAQ,838,39.7,-2.72,0.096,0.68,0,0
036190,금화피에스시,KOSDAQ,29850,39.5,-80.55,-0.01,1.05,1,0
036200,유니셈,KOSDAQ,9660,53.7,67.33,0.848,2.31,0,0
036220,오상헬스케어,KOSDAQ,11840,37.4,11.5,0.195,0.66,0,0
036420,콘텐트리중앙,KOSPI,9700,49.1,-11.15,0.421,0.64,-1,0
036460,한국가스공사,KOSPI,39300,32.4,-250.87,-0.078,1.2,1,0
036480,대성미생물,KOSDAQ,7300,49.1,4.29,0.453,0.24,0,0
036530,SNT홀딩스,KOSPI,54200,35.5,-359.37,-0.029,0.7,1,0
036540,SFA반도체,KOSDAQ,4575,61.7,57.32,0.986,2.98,-1,0
036560,KZ정밀,KOSDAQ,15070,47.6,0.43,0.42,0.3,0,0
036570,NC,KOSPI,201500,47.6,978.73,0.476,0.47,0,0
036580,팜스코,KOSPI,2395,37.1,-11.18,-0.016,0.47,0,0
036620,감성코퍼레이션,KOSDAQ,5770,39.7,-106.41,0.043,0.99,1,0
036630,세종텔레콤,KOSDAQ,9910,42.4,-523.94,0.084,0.29,0,0
036640,HRS,KOSDAQ,5170,28.6,-43.19,-0.277,1.43,2,1
036670,삼양케이씨아이,KOSDAQ,6460,35.9,-21.63,-0.125,0.65,1,0
036690,코맥스,KOSDAQ,2885,35.0,0.0,,,0,0
036710,심텍홀딩스,KOSDAQ,2720,42.2,2.34,0.31,0.26,1,0
036800,나이스정보통신,KOSDAQ,25350,55.2,-55.27,0.673,2.32,0,0
036810,에프에스티,KOSDAQ,30650,50.0,694.61,0.586,2.78,0,0
036830,솔브레인홀딩스,KOSDAQ,37300,35.5,-222.63,0.14,0.89,0,0
036890,진성티이씨,KOSDAQ,13510,53.9,-6.88,0.591,0.74,0,0
036930,주성엔지니어링,KOSDAQ,27700,45.8,58.75,0.358,1.23,0,0
037030,파워넷,KOSDAQ,2685,51.0,3.92,0.575,0.6,0,0
037070,파세코,KOSDAQ,7930,63.2,-28.25,0.762,0.38,0,0
037230,한국팩키지,KOSDAQ,1955,49.1,-1.88,0.311,0.84,0,0
037270,YG PLUS,KOSPI,7270,66.0,81.12,1.087,3.54,-1,0
037330,인지디스플레,KOSDAQ,1415,58.1,2.75,0.787,0.79,1,0
037350,성도이엔지,KOSDAQ,6010,48.7,-55.86,0.269,0.64,0,0
037370,EG,KOSDAQ,5460,40.6,-5.39,0.017,0.49,0,0
037400,우리엔터프라이즈,KOSDAQ,992,45.6,-0.76,0.286,2.11,0,0
037440,희림,KOSDAQ,4615,56.2,0.78,0.779,1.33,1,0
037460,삼지전자,KOSDAQ,14740,67.1,-12.42,0.995,2.11,-1,0
037560,LG헬로비전,KOSPI,2345,42.3,0.41,0.183,1.1,0,0
037710,광주신세계,KOSPI,31650,51.9,-59.93,0.414,0.7,0,0
037760,쎄니트,KOSDAQ,1789,58.7,10.09,0.813,0.15,0,0
037950,엘컴텍,KOSDAQ,790,55.5,7.12,0.777,1.23,0,0
038010,제일테크노스,KOSDAQ,5840,28.8,-25.23,-0.108,1.0,2,1
038060,루멘스,KOSDAQ,613,27.6,-4.48,-0.014,1.78,2,1
038070,서린바이오,KOSDAQ,6510,46.9,-19.32,0.072,0.4,0,0
038110,에코플라스틱,KOSDAQ,3060,48.8,-0.25,0.391,0.73,0,0
038290,마크로젠,KOSDAQ,16870,50.7,-86.22,0.372,0.57,0,0
038390,레드캡투어,KOSDAQ,11480,38.3,-35.98,-0.064,0.98,1,0
038460,바이오스마트,KOSDAQ,3900,72.0,30.17,0.799,2.2,-1,0
038500,삼표시멘트,KOSDAQ,4990,68.8,26.37,0.706,0.23,0,0
038530,케이바이오랩스,KOSDAQ,241,41.3,-0.22,0.264,0.38,0,0
038540,상상인,KOSDAQ,1730,47.8,4.41,0.47,0.46,0,0
038620,위즈코프,KOSDAQ,594,54.9,0.03,0.586,0.24,0,0
038680,에스넷,KOSDAQ,3400,37.3,-10.37,0.164,0.59,0,0
038870,에코심플렉스,KOSDAQ,3100,32.8,-18.86,0.16,1.15,0,0
038880,아이에이,KOSDAQ,151,26.3,-0.91,0.013,1.44,2,1
038950,파인디지털,KOSDAQ,3230,50.5,5.17,0.68,1.4,0,0
039010,현대에이치티,KOSDAQ,9180,53.4,-25.99,0.485,0.55,-1,0
039020,이건홀딩스,KOSDAQ,4340,52.8,21.67,0.584,3.45,0,0
039030,이오테크닉스,KOSDAQ,272000,56.1,804.4,0.647,1.56,1,0
039130,하나투어,KOSPI,48750,52.4,-4.85,0.472,0.39,-1,0
039200,오스코텍,KOSDAQ,45200,37.6,-1565.13,0.204,0.31,0,0
039240,경남스틸,KOSDAQ,2740,40.7,-5.08,-0.037,0.37,1,0
039290,인포뱅크,KOSDAQ,5940,56.4,34.73,0.709,1.22,0,0
039310,세중,KOSDAQ,1354,51.8,6.16,0.642,2.74,0,0
039340,한국경제TV,KOSDAQ,5560,54.1,6.12,0.697,0.22,0,0
039420,케이엘넷,KOSDAQ,2875,50.3,2.14,0.498,1.01,0,0
039440,에스티아이,KOSDAQ,30450,60.0,-125.18,0.658,0.41,0,0
039490,키움증권,KOSPI,289500,52.2,897.11,0.567,0.56,0,0
039560,다산네트웍스,KOSDAQ,3170,52.6,1.66,0.676,0.99,1,0
039570,HDC랩스,KOSPI,8440,47.9,-17.58,0.074,0.92,0,0
039610,화성밸브,KOSDAQ,8120,51.7,100.53,0.652,0.23,0,0
039740,한국정보공학,KOSDAQ,3025,56.0,1.37,0.84,0.46,1,0
039830,오로라,KOSDAQ,14420,30.7,-11.77,0.004,0.53,0,0
039840,디오,KOSDAQ,16890,51.5,-9.36,0.471,0.55,0,0
039860,나노엔텍,KOSDAQ,6000,73.5,222.78,0.856,0.36,-1,0
039980,폴라리스AI,KOSDAQ,1788,34.6,-6.68,0.144,0.69,0,0
040160,누리플렉스,KOSDAQ,3765,50.9,-28.13,0.202,0.35,0,0
040300,YTN,KOSDAQ,3735,48.8,-46.16,0.21,0.15,0,0
040350,크레오에스지,KOSDAQ,979,80.7,48.49,1.111,0.85,-2,-1
040420,정상제이엘에스,KOSDAQ,5990,19.7,-57.51,-0.182,0.63,2,1
040610,SG&G,KOSDAQ,1805,41.9,-7.37,0.116,0.61,0,0
040910,아이씨디,KOSDAQ,3885,41.7,4.24,0.235,0.6,0,0
041020,폴라리스오피스,KOSDAQ,4490,40.9,1.47,0.313,0.49,1,0
041190,우리기술투자,KOSDAQ,7360,36.0,12.13,0.191,0.68,0,0
041440,현대에버다임,KOSDAQ,8220,51.2,-31.03,0.389,0.6,0,0
041460,한국전자인증,KOSDAQ,3725,49.8,6.73,0.482,0.68,0,0
041510,에스엠,KOSDAQ,135000,73.8,2683.06,0.997,2.66,-1,0
041520,이엘씨,KOSDAQ,7150,46.9,-35.68,0.222,0.38,0,0
041590,플래스크,KOSDAQ,2370,46.4,0.0,,,0,0
041650,상신브레이크,KOSPI,2705,47.9,-6.25,0.338,1.36,0,0
041830,인바디,KOSDAQ,32750,58.0,-67.17,0.676,0.36,0,0
041910,폴라리스AI파마,KOSDAQ,6230,47.6,-11.45,0.353,0.1,0,0
041920,메디아나,KOSDAQ,9170,66.1,-83.1,0.748,1.85,0,0
041930,동아화성,KOSDAQ,6880,63.1,31.58,0.921,0.63,0,0
041960,코미팜,KOSDAQ,7020,59.4,-21.75,0.727,0.88,0,0
042000,카페24,KOSDAQ,30150,37.8,-149.33,0.225,0.47,0,0
042040,케이피엠테크,KOSDAQ,214,45.6,-0.51,0.274,0.42,0,0
042110,에스씨디,KOSDAQ,1271,37.5,-7.44,-0.082,0.92,1,0
042370,비츠로테크,KOSDAQ,8920,52.5,-13.83,0.556,0.66,0,0
042420,네오위즈홀딩스,KOSDAQ,25050,41.3,-228.14,0.173,1.53,0,0
042500,링네트,KOSDAQ,3790,32.4,-28.12,-0.194,0.46,1,0
042510,라온시큐어,KOSDAQ,9110,41.9,-6.63,0.229,0.58,0,0
042520,한스바이오메드,KOSDAQ,27600,41.3,-501.84,0.184,1.16,0,0
042600,새로닉스,KOSDAQ,11800,28.9,-225.09,0.076,1.52,1,0
042660,한화오션,KOSPI,113600,48.8,1021.66,0.585,0.56,0,0
042700,한미반도체,KOSPI,127400,54.5,1410.47,0.786,1.34,0,0
042940,상지건설,KOSDAQ,12250,57.2,-254.85,0.556,3.34,0,0
043090,더테크놀로지,KOSDAQ,380,25.4,0.0,,,1,0
043100,알파AI,KOSDAQ,1696,45.2,-25.88,0.295,0.62,0,0
043150,바텍,KOSDAQ,19550,42.2,58.54,0.257,0.61,0,0
043200,파루,KOSDAQ,775,24.8,2.67,0.232,0.52,1,0
043220,티에스넥스젠,KOSDAQ,1710,37.2,0.0,,,0,0
043260,성호전자,KOSDAQ,9240,83.1,272.83,0.89,1.11,-1,0
043340,에쎈테크,KOSDAQ,403,39.6,0.1,0.239,0.07,1,0
043360,디지아이,KOSDAQ,2295,59.6,1.07,0.771,0.63,1,0
043370,피에이치에이,KOSDAQ,11740,49.7,-70.04,0.349,0.39,0,0
043590,웰킵스하이텍,KOSDAQ,610,44.9,1.82,0.32,0.66,0,0
043610,KT지니뮤직,KOSDAQ,1874,44.4,-3.65,0.3,0.48,0,0
043650,국순당,KOSDAQ,4135,47.8,-0.38,0.342,2.93,-1,0
043710,서울리거,KOSDAQ,815,39.1,-2.52,0.224,0.57,0,0
043910,자연과환경,KOSDAQ,630,47.4,-1.02,0.41,0.33,0,0
044180,KD,KOSDAQ,614,51.8,-0.62,0.505,1.91,0,0
044340,위닉스,KOSDAQ,5620,42.7,-28.45,-0.13,0.6,1,0
044380,주연테크,KOSPI,431,37.6,1.65,0.296,1.17,0,0
044450,KSS해운,KOSPI,8980,29.4,-68.77,-0.197,0.88,2,1
044480,빌리언스,KOSDAQ,296,35.5,-0.1,0.084,0.83,-1,0
044490,태웅,KOSDAQ,25750,46.0,-122.67,0.366,0.19,0,0
044780,에이치케이,KOSDAQ,1350,36.6,-3.35,0.067,0.27,0,0
044820,코스맥스비티아이,KOSPI,13570,39.8,4.21,0.047,0.92,1,0
044960,이글벳,KOSDAQ,4185,37.3,-24.05,-0.055,1.11,1,0
044990,에이치엔에스하이텍,KOSDAQ,15300,30.8,-635.78,0.188,0.26,0,0
045060,오공,KOSDAQ,2350,53.4,7.0,0.701,3.49,0,0
045100,한양이엔지,KOSDAQ,21350,53.2,-27.12,0.634,0.74,0,0
045300,성우테크론,KOSDAQ,2935,29.5,-17.14,0.036,1.71,2,1
045340,토탈소프트,KOSDAQ,7110,49.1,18.68,0.5,0.74,0,0
045390,대아티아이,KOSDAQ,4105,56.5,20.06,0.945,4.08,0,0
045510,정원엔시스,KOSDAQ,894,25.6,1.35,0.108,0.65,1,0
045520,크린앤사이언스,KOSDAQ,3470,44.1,-2.69,0.25,0.14,0,0
045660,에이텍,KOSDAQ,9990,40.2,-12.54,0.264,0.46,0,0
045970,코아시아,KOSDAQ,5800,56.1,128.21,0.884,5.24,0,0
046070,코다코,KOSDAQ,10280,38.1,0.0,,,0,0
046120,오르비텍,KOSDAQ,3830,45.2,-28.17,0.17,0.98,0,0
046210,HLB파나진,KOSDAQ,1736,59.1,3.91,1.005,1.64,-1,0
046310,백금T&A,KOSDAQ,3525,63.6,7.61,0.862,1.47,0,0
046390,삼화네트웍스,KOSDAQ,1190,45.9,5.33,0.581,1.2,0,0
046440,KG파이낸셜,KOSDAQ,4700,38.6,-11.61,0.036,1.12,1,0
046890,서울반도체,KOSDAQ,6210,41.8,-26.77,0.121,1.3,0,0
046940,우원개발,KOSDAQ,3530,61.2,8.4,0.83,0.71,0,0
046970,우리로,KOSDAQ,1245,42.9,-1.34,0.176,0.83,0,0
047040,대우건설,KOSPI,3820,58.4,1.93,0.764,1.53,1,0
047050,포스코인터내셔널,KOSPI,49600,36.2,-372.77,0.116,1.08,-1,0
047080,한빛소프트,KOSDAQ,1188,40.8,-1.05,-0.086,0.72,1,0
047310,파워로직스,KOSDAQ,4240,49.5,-17.39,0.326,0.42,0,0
047400,유니온머티리얼,KOSPI,1336,39.7,-2.76,0.253,0.25,0,0
047560,이스트소프트,KOSDAQ,16730,37.4,-13.02,0.237,0.86,0,0
047770,코데즈컴바인,KOSDAQ,2835,48.2,-15.8,0.361,0.98,0,0
047810,한국항공우주,KOSPI,114400,56.6,368.38,0.797,0.84,0,0
047820,초록뱀미디어,KOSDAQ,4510,39.8,9.13,0.362,1.55,1,0
047920,HLB제약,KOSDAQ,16040,58.0,39.94,0.748,2.33,1,0
048410,현대바이오,KOSDAQ,4965,39.8,-42.59,0.127,0.63,0,0
048430,유라테크,KOSDAQ,7910,51.1,8.02,0.535,0.56,0,0
048470,대동스틸,KOSDAQ,2795,40.9,5.13,0.188,0.75,0,0
048530,인트론바이오,KOSDAQ,3250,33.1,-37.17,0.02,0.53,1,0
048550,SM C&C,KOSDAQ,1330,62.8,6.7,0.938,4.97,0,0
048770,TPC로보틱스,KOSDAQ,3040,62.2,58.16,0.903,0.99,0,0
048830,엔피케이,KOSDAQ,947,36.0,5.34,0.155,0.45,0,0
048870,시너지이노베이션,KOSDAQ,2345,45.0,-12.41,0.276,0.82,0,0
048910,대원미디어,KOSDAQ,7900,42.4,-12.2,0.245,0.49,0,0
049070,인탑스,KOSDAQ,20050,79.1,433.33,1.231,5.28,-2,-1
049080,기가레인,KOSDAQ,511,33.4,-7.06,0.108,0.59,0,0
049120,파인디앤씨,KOSDAQ,661,30.5,-9.68,0.105,1.99,0,0
049180,셀루메드,KOSDAQ,1154,55.5,79.42,0.661,1.73,0,0
049430,코메론,KOSDAQ,13940,54.7,-50.74,0.503,1.71,-1,0
049470,비트플래닛,KOSDAQ,877,17.9,12.83,0.102,0.63,1,0
049480,오픈베이스,KOSDAQ,2330,40.2,-3.59,0.059,0.67,0,0
049520,유아이엘,KOSDAQ,3310,57.4,15.72,0.667,1.5,0,0
049550,잉크테크,KOSDAQ,3215,62.7,-4.12,0.635,0.33,0,0
049630,재영솔루텍,KOSDAQ,4510,77.7,149.3,1.027,0.76,-2,-1
049720,고려신용정보,KOSDAQ,10560,34.8,-50.52,-0.211,0.58,1,0
049800,우진플라임,KOSPI,1910,44.2,5.45,0.532,0.26,0,0
049830,승일,KOSDAQ,8600,47.4,21.35,0.528,0.91,0,0
049950,미래컴퍼니,KOSDAQ,17310,47.9,-171.56,0.254,0.32,0,0
049960,쎌바이오텍,KOSDAQ,13110,42.4,-124.12,-0.019,0.57,1,0
050090,비케이홀딩스,KOSDAQ,876,40.4,-1.11,0.207,0.44,-1,0
050110,캠시스,KOSDAQ,2277,30.0,17.09,0.374,0.18,0,0
050120,ES큐브,KOSDAQ,2940,47.5,-25.31,0.26,0.19,0,0
050760,에스폴리텍,KOSDAQ,1400,47.6,-0.14,0.417,0.85,0,0
050860,아세아텍,KOSDAQ,1888,46.3,-0.31,0.346,0.75,0,0
050890,쏠리드,KOSDAQ,7370,44.3,-65.39,0.027,0.57,1,0
050960,수산아이앤티,KOSDAQ,9720,60.4,65.62,0.969,0.65,-1,0
051160,지어소프트,KOSDAQ,7890,58.4,74.43,0.672,0.56,0,0
051360,토비스,KOSDAQ,15650,51.2,-48.2,0.331,0.5,0,0
051370,인터플렉스,KOSDAQ,10580,48.1,-150.19,0.231,0.58,0,0
051380,피씨디렉트,KOSDAQ,2025,41.4,-1.47,0.092,0.39,-1,0
051390,YW,KOSDAQ,3920,47.5,-1.98,0.345,1.08,-1,0
051490,나라엠앤디,KOSDAQ,3890,39.9,-13.23,0.045,0.74,1,0
051500,CJ프레시웨이,KOSDAQ,26750,47.2,-63.51,0.317,0.94,0,0
051600,한전KPS,KOSPI,49450,33.3,-473.29,-0.164,0.83,1,0
051630,진양화학,KOSPI,2700,48.5,-28.5,0.35,0.67,0,0
051780,큐로홀딩스,KOSDAQ,1197,56.2,14.9,0.792,0.28,0,0
051900,LG생활건강,KOSPI,258500,33.3,-20.91,0.174,0.61,0,0
051905,LG생활건강우,KOSPI,113400,40.7,-70.11,0.246,0.36,0,0
051910,LG화학,KOSPI,333000,37.4,-2953.48,0.139,0.92,0,0
051915,LG화학우,KOSPI,166100,31.5,-2459.08,0.131,0.83,0,0
051980,중앙첨단소재,KOSDAQ,2470,35.8,-15.25,0.077,0.65,0,0
052020,에스티큐브,KOSDAQ,8200,60.2,78.3,1.122,1.52,-1,0
052220,iMBC,KOSDAQ,3055,41.2,-4.0,0.166,0.29,0,0
052260,현대바이오랜드,KOSDAQ,4295,39.6,-10.3,-0.084,0.46,1,0
052300,오션인더블유,KOSDAQ,2195,41.2,-11.08,0.23,0.76,0,0
052330,코텍,KOSDAQ,9020,55.9,-1.69,0.665,0.37,-1,0
052400,코나아이,KOSDAQ,45400,38.9,-345.56,0.116,0.83,0,0
052420,오성첨단소재,KOSDAQ,1464,39.6,-8.89,0.075,0.33,0,0
052460,아이크래프트,KOSDAQ,2645,51.4,-3.27,0.477,0.29,-1,0
052600,한네트,KOSDAQ,3890,32.3,-9.91,-0.169,0.88,1,0
052690,한전기술,KOSPI,90000,43.9,-525.97,0.26,0.55,0,0
052710,아모텍,KOSDAQ,9820,52.6,59.73,0.67,1.39,0,0
052770,아이톡시,KOSDAQ,773,9.6,14.18,-0.137,8.46,2,1
052790,액토즈소프트,KOSDAQ,6130,48.7,-7.22,0.364,0.23,0,0
052860,아이앤씨,KOSDAQ,2545,61.6,34.41,1.007,1.45,-1,0
052900,KX하이텍,KOSDAQ,906,47.9,1.32,0.518,0.47,0,0
053030,바이넥스,KOSDAQ,14980,45.5,-53.91,0.355,0.38,0,0
053050,지에스이,KOSDAQ,2335,26.0,-5.71,0.106,0.44,1,0
053060,세동,KOSDAQ,1281,55.8,-1.48,0.51,0.56,0,0
053080,케이엔솔,KOSDAQ,11890,57.9,70.34,0.944,2.23,0,0
053160,프리엠스,KOSDAQ,6790,40.6,-26.37,0.169,0.31,0,0
053210,스카이라이프,KOSPI,5030,29.9,-46.0,-0.262,0.72,2,1
053260,금강철강,KOSDAQ,3970,42.4,-3.45,-0.068,0.89,0,0
053270,구영테크,KOSDAQ,2060,41.7,-7.72,0.046,0.96,1,0
053280,예스24,KOSDAQ,3700,35.9,-13.83,-0.158,1.09,1,0
053290,NE능률,KOSDAQ,1800,38.8,1.28,0.225,0.74,0,0
053300,한국정보인증,KOSDAQ,5930,43.0,2.4,0.175,0.74,0,0
053350,이니텍,KOSDAQ,4090,22.5,-432.78,0.08,0.6,1,0
053450,세코닉스,KOSDAQ,5350,57.2,38.95,0.95,1.41,-1,0
053580,웹케시,KOSDAQ,9750,32.2,-55.45,0.096,1.6,0,0
053610,프로텍,KOSDAQ,34150,54.2,-35.56,0.587,1.02,0,0
053620,태양,KOSDAQ,6510,52.0,-10.64,0.457,2.79,0,0
053690,한미글로벌,KOSPI,17960,48.6,46.35,0.517,0.84,0,0
053700,삼보모터스,KOSDAQ,6420,93.5,197.81,1.443,12.99,-2,-1
