종목코드,종목명,시장,현재가,RSI,MACD히스토,볼린저위치,거래량배율,종합점수,신호
000020,동화약품,KOSPI,6250,44.7,-7.63,0.272,0.81,-1,0
000040,KR모터스,KOSPI,451,28.7,-3.86,-0.216,3.96,2,1
000050,경방,KOSPI,9360,56.0,-100.49,0.562,0.32,0,0
000070,삼양홀딩스,KOSPI,57600,29.1,-96.19,-0.237,1.31,1,0
000080,하이트진로,KOSPI,18440,34.0,-41.77,-0.131,0.78,1,0
000087,하이트진로2우B,KOSPI,15120,28.2,-27.41,-0.276,1.05,2,1
000100,유한양행,KOSPI,112400,38.2,-356.34,0.061,0.75,0,0
000105,유한양행우,KOSPI,101300,36.5,-221.19,0.001,0.87,1,0
000120,CJ대한통운,KOSPI,94600,51.1,-555.56,0.37,0.63,0,0
000140,하이트진로홀딩스,KOSPI,9790,37.3,-45.71,-0.068,1.2,1,0
000145,하이트진로홀딩스우,KOSPI,12900,58.0,15.95,0.719,1.59,0,0
000150,두산,KOSPI,781000,42.7,-5794.48,0.221,0.69,0,0
000155,두산우,KOSPI,470000,39.4,-4720.69,0.075,0.68,0,0
000157,두산2우B,KOSPI,433500,43.5,-518.23,0.284,0.41,0,0
000180,성창기업지주,KOSPI,1511,50.8,-1.34,0.471,0.86,0,0
000210,DL,KOSPI,37650,41.4,-239.54,0.083,0.56,0,0
000215,DL우,KOSPI,23550,34.8,-218.03,0.055,0.56,0,0
000220,유유제약,KOSPI,4515,59.1,13.04,0.751,0.13,0,0
000225,유유제약1우,KOSPI,5190,60.1,26.9,0.839,0.14,0,0
000227,유유제약2우B,KOSPI,11180,51.6,-20.59,0.497,0.16,-1,0
000230,일동홀딩스,KOSPI,13290,49.3,-163.19,0.423,0.1,0,0
000240,한국앤컴퍼니,KOSPI,26150,47.3,-221.44,0.323,0.59,0,0
000250,삼천당제약,KOSDAQ,232500,54.4,-169.45,0.666,0.62,0,0
000270,기아,KOSPI,121800,56.2,-431.17,0.513,0.51,0,0
000300,DH오토넥스,KOSPI,4200,62.1,-0.0,,,0,0
000320,노루홀딩스,KOSPI,21050,36.7,-82.37,-0.037,0.89,1,0
000325,노루홀딩스우,KOSPI,30550,46.5,-211.54,0.382,0.44,0,0
000370,한화손해보험,KOSPI,5560,56.3,28.19,0.853,0.75,0,0
000390,삼화페인트,KOSPI,7760,65.1,89.04,0.751,1.69,0,0
000400,롯데손해보험,KOSPI,1739,41.5,-1.63,0.092,0.79,0,0
000430,대원강업,KOSPI,3865,49.4,-14.39,0.374,0.74,0,0
000440,중앙에너비스,KOSDAQ,15670,50.0,8.22,0.468,0.51,0,0
000480,CR홀딩스,KOSPI,4835,31.0,-26.27,-0.255,1.06,1,0
000490,대동,KOSPI,9690,50.3,-10.51,0.477,0.74,0,0
000500,가온전선,KOSPI,82400,53.9,-271.93,0.591,0.46,0,0
000520,삼일제약,KOSPI,9690,43.6,-102.38,0.179,0.45,0,0
000540,흥국화재,KOSPI,3590,44.6,7.96,0.371,0.67,0,0
000545,흥국화재우,KOSPI,7410,52.1,-4.16,0.54,0.35,-1,0
000590,CS홀딩스,KOSPI,77500,42.7,-376.42,-0.056,0.25,1,0
000640,동아쏘시오홀딩스,KOSPI,106445,33.1,-1668.7,0.026,0.43,1,0
000650,천일고속,KOSPI,352500,56.1,-16617.45,0.357,0.26,0,0
000660,SK하이닉스,KOSPI,651000,69.5,8323.66,1.138,1.3,-1,0
000670,영풍,KOSPI,47500,28.3,-2074.66,0.121,0.67,1,0
000680,LS네트웍스,KOSPI,3400,55.4,13.11,0.792,1.09,0,0
000700,유수홀딩스,KOSPI,5820,42.1,-45.83,0.049,0.66,1,0
000720,현대건설,KOSPI,70100,52.3,-528.72,0.407,0.52,0,0
000725,현대건설우,KOSPI,55300,48.3,-313.03,0.251,0.31,0,0
000760,이화산업,KOSPI,14220,40.7,-445.39,0.12,0.04,0,0
000810,삼성화재,KOSPI,497000,50.8,-2008.15,0.462,0.4,0,0
000815,삼성화재우,KOSPI,377500,58.1,-1086.32,0.655,1.36,0,0
000850,화천기공,KOSPI,36350,55.8,-189.83,0.435,0.1,0,0
000860,강남제비스코,KOSPI,12850,57.9,-14.75,0.69,1.51,0,0
000880,한화,KOSPI,81600,47.6,317.26,0.46,0.64,0,0
00088K,한화3우B,KOSPI,36650,46.6,14.91,0.342,0.59,0,0
000890,보해양조,KOSPI,426,46.3,-0.4,0.361,1.02,0,0
000910,유니온,KOSPI,4180,38.2,-9.19,0.006,0.59,1,0
000950,전방,KOSPI,35350,41.3,-604.72,0.137,0.19,0,0
000970,한국주철관,KOSPI,7060,38.9,-45.67,-0.097,0.69,1,0
000990,DB하이텍,KOSPI,67600,56.4,4.46,0.728,0.88,0,0
001000,신라섬유,KOSDAQ,2030,33.8,-32.45,0.096,0.26,0,0
001020,페이퍼코리아,KOSPI,620,45.4,1.7,0.434,2.13,0,0
001040,CJ,KOSPI,172000,45.3,-1040.99,0.287,1.28,0,0
001045,CJ우,KOSPI,89300,49.3,-27.43,0.448,0.39,0,0
00104K,CJ4우(전환),KOSPI,152500,45.0,-919.46,0.216,0.88,0,0
001060,JW중외제약,KOSPI,25500,41.1,-334.49,0.057,0.58,0,0
001065,JW중외제약우,KOSPI,29400,56.8,-55.06,0.552,0.2,0,0
001067,JW중외제약2우B,KOSPI,60700,49.9,6.55,0.495,3.18,0,0
001070,대한방직,KOSPI,6420,45.3,-34.44,0.184,0.65,0,0
001080,만호제강,KOSPI,4370,52.3,23.53,0.659,0.12,0,0
001120,LX인터내셔널,KOSPI,32500,52.3,-197.91,0.416,0.55,0,0
001130,대한제분,KOSPI,146100,43.8,-824.02,0.167,0.36,0,0
001200,유진투자증권,KOSPI,3440,45.5,9.87,0.423,0.47,0,0
001210,금호전기,KOSPI,521,18.2,-5.69,-0.112,2.89,2,1
001230,동국홀딩스,KOSPI,7450,43.5,-19.21,0.017,1.17,1,0
001250,GS글로벌,KOSPI,2315,37.1,-3.28,0.029,5.46,1,0
001260,남광토건,KOSPI,8290,53.7,-32.23,0.514,1.1,0,0
001270,부국증권,KOSPI,56000,32.7,-9.9,-0.316,0.8,0,0
001275,부국증권우,KOSPI,28900,31.1,-235.79,-0.108,4.21,1,0
001290,상상인증권,KOSPI,633,37.9,0.04,0.101,0.47,0,0
001340,PKC,KOSPI,5630,41.0,-29.55,0.153,1.13,0,0
001360,삼성제약,KOSPI,1530,47.0,-24.14,0.392,0.1,0,0
001380,SG글로벌,KOSPI,1865,53.9,-10.21,0.453,0.53,0,0
001390,KG케미칼,KOSPI,5260,39.5,-61.39,-0.22,0.69,1,0
001420,태원물산,KOSPI,3560,54.6,12.45,0.63,0.31,0,0
001430,세아베스틸지주,KOSPI,50200,67.1,645.53,0.79,0.57,0,0
001440,대한전선,KOSPI,22900,50.5,-56.36,0.476,0.76,0,0
001450,현대해상,KOSPI,30800,57.6,43.35,0.742,0.43,0,0
001460,BYC,KOSPI,42100,48.2,-523.49,0.283,0.16,0,0
001465,BYC우,KOSPI,24450,44.0,-232.7,0.176,0.16,0,0
001470,삼부토건,KOSPI,347,18.0,0.0,,,1,0
001500,현대차증권,KOSPI,7920,41.1,-6.14,0.101,0.89,0,0
001510,SK증권,KOSPI,643,42.8,-0.11,0.166,0.55,-1,0
001515,SK증권우,KOSPI,2490,65.9,45.23,1.043,4.15,-1,0
001520,동양,KOSPI,843,50.7,1.95,0.575,0.27,0,0
001525,동양우,KOSPI,5600,52.5,5.86,0.569,0.34,0,0
001527,동양2우B,KOSPI,8760,48.4,-41.24,0.446,0.45,0,0
001530,DI동일,KOSPI,19650,53.7,-5.57,0.51,0.35,-1,0
001540,안국약품,KOSDAQ,8460,41.7,-83.09,-0.125,0.7,1,0
001550,조비,KOSPI,11780,62.4,42.36,1.048,1.25,-1,0
001560,제일연마,KOSPI,9980,56.1,0.72,0.826,0.42,1,0
001570,금양,KOSPI,9900,30.6,0.0,,,0,0
001620,케이비아이동국실업,KOSPI,492,56.4,-0.7,0.512,0.36,0,0
001630,종근당홀딩스,KOSPI,46250,31.3,-358.57,-0.242,1.54,1,0
001680,대상,KOSPI,21050,45.7,-24.37,0.262,1.36,0,0
001685,대상우,KOSPI,17040,55.6,6.76,0.722,0.42,0,0
001720,신영증권,KOSPI,134100,37.1,-487.95,-0.338,2.44,-1,0
001740,SK네트웍스,KOSPI,4520,43.0,-18.0,0.131,1.05,0,0
001750,한양증권,KOSPI,19080,48.6,-39.23,0.267,0.53,0,0
001755,한양증권우,KOSPI,18800,49.3,-24.6,0.248,0.22,0,0
001770,SHD,KOSPI,18150,56.6,5.25,0.605,0.34,0,0
001780,알루코,KOSPI,2125,56.8,14.6,0.779,0.51,0,0
001790,대한제당,KOSPI,2825,38.2,-12.03,0.056,0.54,0,0
001795,대한제당우,KOSPI,2535,45.0,-10.31,0.346,0.4,-1,0
001800,오리온홀딩스,KOSPI,20650,51.4,-87.21,0.438,0.61,0,0
001810,무림SP,KOSDAQ,1496,50.2,-0.78,0.478,0.3,0,0
001820,삼화콘덴서,KOSPI,29250,36.6,-318.18,-0.023,0.74,1,0
001840,이화공영,KOSDAQ,2215,41.5,0.0,,,0,0
001940,KISCO홀딩스,KOSPI,25150,39.0,-109.2,-0.062,0.79,1,0
002020,코오롱,KOSPI,50000,47.4,-426.0,0.278,0.68,0,0
002025,코오롱우,KOSPI,26700,53.9,-174.18,0.402,0.49,0,0
002030,아세아,KOSPI,326500,35.8,-3560.74,0.241,0.83,0,0
002070,비비안,KOSPI,627,38.6,0.74,0.16,0.69,0,0
002100,경농,KOSPI,9310,43.0,-3.67,0.243,0.64,-1,0
002140,고려산업,KOSPI,2540,55.7,3.44,0.734,0.47,0,0
002150,도화엔지니어링,KOSPI,6380,51.6,-7.8,0.379,0.91,0,0
002170,SYTS,KOSPI,55800,55.1,-86.87,0.541,0.88,0,0
002200,한국수출포장,KOSPI,3120,44.5,-14.57,0.085,0.29,0,0
002210,동성제약,KOSPI,973,7.5,0.01,,,1,0
002220,한일철강,KOSPI,5070,59.3,-3.42,0.644,0.58,-1,0
002230,피에스텍,KOSDAQ,9830,88.1,339.04,1.01,1.13,-2,-1
002240,고려제강,KOSPI,21400,82.0,57.62,0.92,0.96,-1,0
002290,삼일기업공사,KOSDAQ,3765,37.2,-37.07,-0.144,0.11,1,0
002310,아세아제지,KOSPI,7970,52.5,-17.64,0.51,0.79,-1,0
002320,한진,KOSPI,19710,40.1,-76.54,0.094,0.72,0,0
002350,넥센타이어,KOSPI,7530,46.3,-96.73,0.113,0.37,0,0
002355,넥센타이어1우B,KOSPI,3750,56.9,-15.92,0.3,0.34,0,0
002360,SH에너지화학,KOSPI,374,39.4,-2.63,0.103,0.52,0,0
002380,KCC,KOSPI,420500,50.2,-1294.35,0.377,0.86,0,0
002390,한독,KOSPI,11200,37.7,-44.95,0.177,0.28,-1,0
002410,범양건영,KOSPI,1935,32.0,0.0,,,0,0
002420,세기상사,KOSPI,5380,44.8,-118.94,0.168,0.03,0,0
002450,삼익악기,KOSPI,1240,55.6,0.52,0.582,0.78,0,0
002460,HS화성,KOSPI,11960,41.9,-244.24,0.058,0.73,0,0
002600,조흥,KOSPI,160000,65.6,508.56,1.018,5.64,-1,0
002620,제일파마홀딩스,KOSPI,8040,45.5,-25.65,0.098,0.34,0,0
002630,오리엔트바이오,KOSPI,601,48.5,-4.22,0.3,0.35,0,0
002680,한탑,KOSDAQ,715,47.1,0.13,0.345,0.72,0,0
002690,동일제강,KOSPI,1630,48.4,0.05,0.376,0.86,0,0
002700,신일전자,KOSPI,1308,45.1,-3.53,0.178,0.38,0,0
002710,TCC스틸,KOSPI,13920,29.4,-177.07,0.016,1.11,2,1
002720,국제약품,KOSPI,4300,45.4,-12.59,0.149,0.44,0,0
002760,보락,KOSPI,1047,57.7,-0.24,0.706,0.34,0,0
002780,진흥기업,KOSPI,744,61.7,0.99,0.674,0.59,0,0
002785,진흥기업우B,KOSPI,3690,46.8,-31.96,0.373,0.27,0,0
002787,진흥기업2우B,KOSPI,8390,52.5,-21.04,0.581,0.03,0,0
002790,아모레퍼시픽홀딩스,KOSPI,26850,43.9,-95.65,0.2,0.53,0,0
002795,아모레퍼시픽홀딩스우,KOSPI,11990,48.1,-33.95,0.317,0.58,0,0
00279K,아모레퍼시픽홀딩스3우C,KOSPI,21650,48.3,-17.32,0.432,1.55,0,0
002800,신신제약,KOSDAQ,5860,58.2,21.21,0.707,0.2,0,0
002810,삼영무역,KOSPI,16030,47.9,-97.54,0.284,0.67,0,0
002820,SUN&L,KOSPI,2635,55.6,-0.43,0.613,0.18,-1,0
002840,미원상사,KOSPI,150300,46.1,-467.91,0.181,0.48,0,0
002870,신풍,KOSPI,1126,45.3,-5.08,0.25,0.24,0,0
002880,디와이에이,KOSPI,1085,42.4,-4.8,0.153,0.29,0,0
002900,TYM,KOSPI,6290,48.9,-19.18,0.314,0.61,0,0
002920,유성기업,KOSPI,2220,58.3,-2.21,0.619,0.41,-1,0
002960,한국쉘석유,KOSPI,450500,42.3,-1786.41,0.098,0.66,0,0
002990,금호건설,KOSPI,3990,47.6,-44.12,0.274,0.69,0,0
002995,금호건설우,KOSPI,20500,48.4,-1415.01,0.444,1.45,0,0
003000,부광약품,KOSPI,3785,43.1,-27.31,0.119,0.71,0,0
003010,혜인,KOSPI,5310,48.8,-5.53,0.388,0.44,-1,0
003030,세아제강지주,KOSPI,128100,38.2,-866.83,0.178,0.77,0,0
003060,에이프로젠바이오로직스,KOSPI,519,30.2,-9.03,-0.028,0.78,1,0
003070,코오롱글로벌,KOSPI,9080,41.6,-62.9,0.088,0.46,0,0
003075,코오롱글로벌우,KOSPI,15320,44.3,-48.55,0.239,0.66,0,0
003080,SB성보,KOSPI,2800,41.5,-5.35,0.209,0.17,0,0
003090,대웅,KOSPI,22050,33.8,-246.54,-0.067,0.52,1,0
003100,선광,KOSDAQ,19330,41.7,-131.07,-0.012,1.14,1,0
003120,일성아이에스,KOSPI,21800,33.8,-72.02,0.085,0.66,0,0
003160,디아이,KOSPI,21350,49.4,123.52,0.525,0.74,0,0
003200,일신방직,KOSPI,12420,45.6,-172.18,0.222,0.28,0,0
003220,대원제약,KOSPI,11950,28.9,-18.94,-0.031,1.67,2,1
003230,삼양식품,KOSPI,1231000,40.9,-961.21,0.127,0.79,-1,0
003240,태광산업,KOSPI,762000,38.6,-3904.64,0.121,0.44,0,0
003280,흥아해운,KOSPI,1584,42.8,-1.34,0.292,0.54,0,0
003300,한일홀딩스,KOSPI,16380,36.5,-118.82,0.131,0.96,0,0
003310,대주산업,KOSDAQ,3400,96.8,137.11,1.008,1.22,-2,-1
003350,한국화장품제조,KOSPI,9780,38.8,8.09,0.139,1.49,0,0
003380,하림지주,KOSDAQ,10630,58.4,-70.84,0.603,0.43,0,0
003460,유화증권,KOSPI,2725,34.0,-17.09,-0.07,1.42,1,0
003465,유화증권우,KOSPI,2745,48.4,-5.88,0.332,0.15,0,0
003470,유안타증권,KOSPI,3690,44.7,-2.99,0.224,0.74,-1,0
003475,유안타증권우,KOSPI,3745,43.3,-7.02,0.008,1.65,1,0
003480,한진중공업홀딩스,KOSPI,4655,40.4,-24.46,0.101,0.63,0,0
003490,대한항공,KOSPI,22550,52.7,38.89,0.585,0.91,0,0
003495,대한항공우,KOSPI,23850,44.9,-47.57,0.094,1.01,-1,0
003520,영진약품,KOSPI,2000,49.7,5.23,0.51,1.06,0,0
003530,한화투자증권,KOSPI,4695,44.5,25.37,0.394,0.89,0,0
003535,한화투자증권우,KOSPI,7980,45.4,77.29,0.587,0.44,0,0
003540,대신증권,KOSPI,27000,44.7,-4.66,0.211,0.65,-1,0
003545,대신증권우,KOSPI,21000,48.9,16.77,0.394,0.63,0,0
003547,대신증권2우B,KOSPI,20250,50.9,20.48,0.493,0.34,0,0
003550,LG,KOSPI,80700,46.0,-298.05,0.185,0.59,0,0
003555,LG우,KOSPI,66500,43.8,-271.25,0.11,0.45,0,0
003570,SNT다이내믹스,KOSPI,46600,48.3,251.05,0.533,0.65,0,0
003580,HLB글로벌,KOSPI,2320,61.2,8.04,1.061,3.41,0,0
003610,방림,KOSPI,5720,49.8,-54.7,-0.031,0.34,1,0
003620,KG모빌리티,KOSPI,3500,47.3,-18.57,0.213,0.17,0,0
003650,미창석유,KOSPI,121700,63.3,566.13,0.719,0.3,0,0
003670,포스코퓨처엠,KOSPI,187000,37.0,-2712.32,0.094,1.24,0,0
003680,한성기업,KOSPI,5500,41.6,-44.7,-0.047,0.31,1,0
003690,코리안리,KOSPI,11540,52.5,-20.3,0.537,0.38,0,0
003720,삼영,KOSPI,6160,43.6,-127.28,0.218,0.33,0,0
003780,진양산업,KOSPI,6740,43.5,-28.81,0.241,0.66,0,0
0037T0,KB제32호스팩,KOSDAQ,2005,54.1,0.37,0.522,0.33,0,0
003800,에이스침대,KOSDAQ,30650,49.6,-175.78,0.287,0.95,0,0
003830,대한화섬,KOSPI,117200,42.3,-655.36,0.096,0.43,0,0
003850,보령,KOSPI,9010,49.1,-40.21,0.201,0.51,0,0
003920,남양유업,KOSPI,50100,41.7,96.62,0.27,1.7,0,0
003925,남양유업우,KOSPI,34000,47.9,3.81,0.447,0.42,0,0
003960,사조대림,KOSPI,37250,43.3,-46.89,0.216,0.75,0,0
004000,롯데정밀화학,KOSPI,44550,38.6,-298.63,-0.136,0.67,1,0
004020,현대제철,KOSPI,31050,49.5,81.2,0.527,0.62,0,0
004060,SG세계물산,KOSPI,339,50.5,-2.64,0.384,0.15,0,0
004080,신흥,KOSPI,13990,70.9,14.2,0.787,1.76,-1,0
004090,한국석유,KOSPI,13940,47.7,-1.6,0.388,0.46,0,0
004100,태양금속,KOSPI,2320,42.8,-27.58,0.11,0.49,0,0
004105,태양금속우,KOSPI,3410,45.1,-39.42,0.237,0.38,0,0
004140,동방,KOSPI,2555,40.3,-13.21,0.116,0.21,0,0
004150,한솔홀딩스,KOSPI,3090,42.2,-7.1,0.066,0.69,1,0
004170,신세계,KOSPI,247000,54.5,-2840.08,0.365,0.35,0,0
004250,NPC,KOSPI,3780,31.5,-12.79,-0.112,0.63,1,0
004255,NPC우,KOSPI,2490,44.7,-2.95,0.238,0.32,-1,0
004270,남성,KOSPI,878,44.7,-0.26,0.383,0.42,-1,0
004310,현대약품,KOSPI,8520,73.6,219.72,0.865,0.37,-1,0
004360,세방,KOSPI,14420,44.9,-121.75,0.233,0.35,0,0
004365,세방우,KOSPI,9270,46.7,-45.18,0.324,0.42,0,0
004370,농심,KOSPI,432500,47.2,484.61,0.482,0.39,0,0
004380,삼익THK,KOSPI,13000,47.9,0.0,,,0,0
004410,서울식품,KOSPI,149,39.7,-0.4,0.046,0.61,1,0
004415,서울식품우,KOSPI,1340,62.8,11.62,0.978,0.63,-1,0
004430,송원산업,KOSPI,9050,42.9,4.23,0.264,1.05,0,0
004440,삼일씨엔에스,KOSPI,5990,68.3,141.76,1.033,9.64,-1,0
004450,삼화왕관,KOSPI,29300,28.7,-104.73,-0.106,2.8,2,1
004490,세방전지,KOSPI,62800,41.3,-508.98,-0.121,0.61,1,0
004540,깨끗한나라,KOSPI,1901,38.6,-5.37,0.052,0.74,0,0
004545,깨끗한나라우,KOSPI,11870,61.5,72.1,0.923,0.23,0,0
004560,현대비앤지스틸,KOSPI,10940,46.2,-0.17,0.401,1.02,-1,0
004590,한국가구,KOSDAQ,4800,37.2,-22.28,0.007,0.3,1,0
004650,창해에탄올,KOSDAQ,9820,29.3,-75.99,-0.218,1.82,2,1
004690,삼천리,KOSPI,128500,48.5,-127.49,0.422,0.61,-1,0
004700,조광피혁,KOSPI,65500,37.6,-637.34,-0.044,0.83,1,0
004710,한솔테크닉스,KOSPI,5880,44.7,3.9,0.217,0.37,0,0
004720,팜젠사이언스,KOSPI,4155,50.1,-6.49,0.411,0.76,0,0
004770,써니전자,KOSPI,1560,50.3,-0.44,0.462,0.72,0,0
004780,대륙제관,KOSDAQ,3690,58.7,10.23,0.694,0.62,0,0
004800,효성,KOSPI,114700,36.6,-1667.73,0.133,0.58,0,0
004830,덕성,KOSPI,4875,43.1,-11.57,0.149,0.15,0,0
004835,덕성우,KOSPI,7380,50.1,-5.99,0.48,0.1,0,0
004840,DRB동일,KOSPI,4955,67.9,10.39,1.087,1.11,-1,0
004870,티웨이홀딩스,KOSPI,479,48.4,-0.74,0.497,0.37,-1,0
004890,동일산업,KOSPI,39200,47.0,-35.84,0.235,0.37,0,0
004910,조광페인트,KOSPI,5040,48.2,3.09,0.475,0.31,0,0
004920,씨아이테크,KOSPI,1069,38.3,-3.19,0.226,0.36,0,0
004960,한신공영,KOSPI,10300,51.0,-220.27,0.34,0.49,0,0
004970,신라교역,KOSPI,9200,40.6,-27.97,0.087,0.49,0,0
004980,성신양회,KOSPI,9500,38.6,-63.31,0.093,0.69,0,0
004985,성신양회우,KOSPI,11800,53.7,-36.14,0.555,0.24,0,0
004990,롯데지주,KOSPI,26450,35.0,-87.96,-0.123,0.74,1,0
00499K,롯데지주우,KOSPI,27200,30.5,-119.06,-0.056,0.25,1,0
005010,휴스틸,KOSPI,4005,46.7,1.07,0.239,0.87,0,0
005030,부산주공,KOSPI,486,46.1,0.0,,,0,0
005070,코스모신소재,KOSPI,43300,33.6,-704.55,0.008,1.12,1,0
005090,SGC에너지,KOSPI,21950,30.4,-217.97,-0.243,0.65,1,0
005110,한창,KOSPI,1254,51.2,-0.0,,,0,0
005160,동국산업,KOSDAQ,2730,33.3,-14.49,-0.125,1.79,1,0
005180,빙그레,KOSPI,74500,46.0,-44.51,0.318,1.59,-1,0
005250,녹십자홀딩스,KOSPI,15920,41.1,-113.15,0.127,0.54,0,0
005257,녹십자홀딩스2우,KOSPI,26350,53.5,-18.32,0.591,0.64,0,0
005290,동진쎄미켐,KOSDAQ,36650,47.3,-9.06,0.265,0.65,-1,0
005300,롯데칠성,KOSPI,139200,59.9,164.13,0.72,0.47,0,0
005305,롯데칠성우,KOSPI,80000,72.0,412.06,0.952,0.63,-2,-1
005320,온타이드,KOSPI,456,38.1,-1.6,0.052,0.41,0,0
005360,모나미,KOSPI,1954,41.3,-4.68,0.149,0.11,0,0
005380,현대차,KOSPI,296500,59.6,-1006.22,0.596,0.53,0,0
005385,현대차우,KOSPI,206000,56.7,-312.45,0.631,0.66,0,0
005387,현대차2우B,KOSPI,212500,59.1,-61.31,0.733,0.59,0,0
005389,현대차3우B,KOSPI,205000,57.7,-147.8,0.677,0.52,0,0
005420,코스모화학,KOSPI,14350,29.2,-168.69,0.012,1.28,2,1
005430,한국공항,KOSPI,65000,59.3,215.78,0.801,1.02,0,0
005440,현대지에프홀딩스,KOSPI,8320,47.7,-37.28,0.34,0.44,0,0
005490,POSCO홀딩스,KOSPI,305000,46.9,-472.29,0.252,1.0,0,0
005500,삼진제약,KOSPI,19750,38.0,-85.21,-0.129,2.24,1,0
005610,삼립,KOSPI,51900,40.6,-316.47,0.038,2.17,1,0
005670,푸드웰,KOSDAQ,6190,40.1,36.89,0.141,0.51,0,0
005680,삼영전자,KOSPI,10540,47.3,-17.24,0.283,0.38,0,0
005690,파미셀,KOSPI,14530,34.8,-168.51,0.127,0.52,-1,0
005710,대원산업,KOSDAQ,14160,50.7,-141.34,0.164,0.31,0,0
005720,넥센,KOSPI,6060,49.4,-64.46,0.212,0.53,0,0
005725,넥센우,KOSPI,4495,46.3,-26.95,0.289,0.07,0,0
005740,크라운해태홀딩스,KOSPI,6800,41.5,-28.07,0.099,0.12,0,0
005745,크라운해태홀딩스우,KOSPI,8230,53.0,7.21,0.55,0.47,0,0
005750,대림바스,KOSPI,4710,40.2,-58.38,0.022,0.32,1,0
005800,신영와코루,KOSPI,16500,53.4,-195.46,0.488,0.06,0,0
005810,풍산홀딩스,KOSPI,37500,48.5,90.32,0.426,0.84,0,0
005820,원림,KOSPI,14900,53.4,-35.34,0.475,0.74,0,0
005830,DB손해보험,KOSPI,131100,60.6,1100.18,0.948,0.85,0,0
005850,에스엘,KOSPI,42850,55.6,-370.32,0.362,0.49,0,0
005860,한일사료,KOSDAQ,3070,42.0,-1.23,0.201,0.71,0,0
005870,휴니드,KOSPI,7640,47.7,-2.66,0.386,0.81,0,0
005880,대한해운,KOSPI,1757,40.9,-15.7,0.11,0.24,0,0
005930,삼성전자,KOSPI,119900,71.0,1103.25,1.058,1.04,-2,-1
005935,삼성전자우,KOSPI,89200,69.9,671.59,0.946,1.36,0,0
005940,NH투자증권,KOSPI,21100,51.2,9.89,0.508,0.55,0,0
005945,NH투자증권우,KOSPI,19570,57.5,-10.02,0.618,0.68,0,0
005950,이수화학,KOSPI,8260,37.2,-139.21,0.105,0.37,0,0
005960,동부건설,KOSPI,5630,45.9,-22.54,0.235,1.03,0,0
005965,동부건설우,KOSPI,24550,51.7,-556.39,0.523,1.11,0,0
005990,매일홀딩스,KOSDAQ,11070,49.3,-22.69,0.329,0.31,0,0
006040,동원산업,KOSPI,41900,40.8,-142.64,0.249,0.45,0,0
006050,국영지앤엠,KOSDAQ,1311,60.0,4.44,0.767,0.29,0,0
006060,화승인더,KOSPI,3620,35.2,-14.8,-0.08,0.81,1,0
006090,사조오양,KOSPI,9050,32.9,-39.42,-0.083,0.48,1,0
006110,삼아알미늄,KOSPI,23800,45.2,-178.63,0.141,0.66,0,0
006120,SK디스커버리,KOSPI,57800,43.3,-434.05,0.234,5.08,0,0
006125,SK디스커버리우,KOSPI,38850,45.0,-167.01,0.125,0.27,0,0
006140,피제이전자,KOSDAQ,5690,57.1,-2.01,0.66,0.71,-1,0
006200,한국전자홀딩스,KOSPI,650,38.0,-0.6,0.105,0.45,0,0
006220,제주은행,KOSPI,11250,30.5,-20.79,0.094,0.73,0,0
006260,LS,KOSPI,199900,56.2,2074.61,0.909,1.12,0,0
006280,녹십자,KOSPI,159000,60.0,-834.48,0.638,1.65,0,0
006340,대원전선,KOSPI,3720,48.7,-19.72,0.411,0.34,0,0
006345,대원전선우,KOSPI,3820,54.0,20.78,0.846,0.68,0,0
006360,GS건설,KOSPI,19700,52.0,-78.43,0.499,0.92,0,0
006370,대구백화점,KOSPI,5510,31.8,-60.88,-0.001,0.34,1,0
006380,카프로,KOSPI,3660,31.7,0.0,,,0,0
006400,삼성SDI,KOSPI,269500,36.2,-3411.28,0.094,1.16,0,0
006405,삼성SDI우,KOSPI,160600,30.0,-2439.85,-0.051,0.97,1,0
006490,인스코비,KOSPI,633,39.3,2.68,0.147,3.1,0,0
006570,대림통상,KOSPI,2240,40.0,7.66,0.356,0.18,0,0
006620,동구바이오제약,KOSDAQ,5470,44.1,-49.48,0.154,0.49,0,0
006650,대한유화,KOSPI,144800,49.3,-933.48,0.357,1.05,0,0
006660,삼성공조,KOSPI,14190,44.4,-75.94,0.256,1.08,0,0
006730,서부T&D,KOSDAQ,13100,59.7,-61.45,0.72,1.43,0,0
006740,블루산업개발,KOSPI,789,10.3,-3.28,-0.233,1.8,2,1
006800,미래에셋증권,KOSPI,23249,55.5,242.79,0.818,0.45,0,0
006805,미래에셋증권우,KOSPI,14487,63.3,462.05,0.862,0.59,0,0
00680K,미래에셋증권2우B,KOSPI,10994,60.7,134.55,0.803,0.37,0,0
006840,AK홀딩스,KOSPI,8710,31.7,9.01,-0.09,0.83,1,0
006880,신송홀딩스,KOSPI,6890,49.7,-16.74,0.45,0.15,0,0
006890,태경케미컬,KOSPI,8140,41.8,-18.17,0.179,1.14,0,0
006910,보성파워텍,KOSDAQ,5210,50.1,-3.17,0.468,0.57,0,0
006920,모헨즈,KOSDAQ,3270,55.7,20.77,0.65,0.21,0,0
006980,우성,KOSPI,16050,30.8,-90.17,-0.108,1.54,1,0
007070,GS리테일,KOSPI,20100,32.6,-342.26,-0.073,0.65,1,0
